股票代码,公司,简介,公司网站,公司地址,公司电话
SZ002197,证通电子,深圳市证通电子股份有限公司主营业务为金融科技业务、IDC及云计算业务、照明科技业务。公司主要产品包括IDC业务、云计算业务、自助服务终端、支付产品(含云喇叭、人脸识别支付终端、金融POS、智能POS、安全支付套件、扫描终端、桌面智能终端等)、加密键盘、税控终端、智慧网点综合服务平台、电子财税设备管理平台、合同能源管理、城市道路照明工程、景观照明亮化工程及相关衍生工程业务。公司是国内最早研发金融电子设备的高新技术企业之一，拥有深圳市市级研究开发中心，是国家商用密码产品研发、生产、销售定点单位及国家金融支付信息安全产品产业化基地，在金融科技领域积累了雄厚的技术研发实力。,http://www.szzt.com.cn,广东省深圳市光明区同观路3号证通电子产业园,86-755-26490118
SZ000676,智度股份,智度科技股份有限公司主营业务为互联网媒体业务、数字营销业务及其他业务。公司主要产品或服务有移动互联网广告、网络游戏、搜索引擎广告代理、精准广告、供应商销售竞价平台服务、社会化营销、娱乐影视跨界营销、互联网软件应用分发。,http://www.genimous.com,北京市西城区西绒线胡同51号北门,86-10-66237897
SZ000990,诚志股份,"诚志股份有限公司的主要业务包括工业气体及基础化工原料的综合运营,半导体显示材料的生产,销售生命科技产品的生产和销售以及工业大麻的种植,研究,加工及其产品的销售。公司提供的主要产品和服务包括CO,氢气及合成气,乙烯,丙烯,丁醇,辛醇和异丁醛,TN,STN等单色液晶材料,TFT-LCD液晶材料和OLED材料,D-核糖,L-谷氨酰胺,工业大麻,提供诊断,治疗等医疗服务。公司作为全球唯一拥有D-核糖完整知识产权的企业，子公司诚志生物工程通过实力可认证公司审核，获得BRCGS的AA级证书，这是2020年以来第二次获得AA级证书。公司旗下子公司诚志永华是高新技术企业，国家级企业技术中心，是中国光学光电子行业协会常务副理事长单位,中国电子材料协会理事单位,中国OLED产业联盟会员单位。",http://www.chengzhi.com.cn,江西省南昌市青山湖区经济技术开发区玉屏东大街299号清华科技园(江西)华江大厦,86-791-83826898
SZ300138,晨光生物,"晨光生物科技集团股份有限公司从事的业务属于天然植物提取物细分领域,主要系列产品有：天然色素、天然香辛料和精油、天然营养及药用提取物、油脂和蛋白等。该行业目前处于成长阶段,公司位于行业前列,其中,主要产品辣椒红色素、辣椒精、叶黄素位居行业前列,棉籽脱酚蛋白为国内知名品牌。连年位居“中国提取物行业出口十强”前两位，品牌影响力不断提升，培育了一批优秀的商标品牌。“晨光”商标被认定为中国驰名商标。",http://www.cn-cg.com,河北省邯郸市曲周县城晨光路1号,86-310-8859023
SH603861,白云电器,"广州白云电器设备股份有限公司主营业务为聚焦轨道交通、特高压、智能电网、工业。公司主要产品包括12kV高压成套开关设备、0.4kV低压成套开关设备、36/40.5kV及126kV气体绝缘金属封闭开关设备以及电力电子产品。公司40年专注于电力设备领域,视创新为企业发展的DNA,致力于成为世界领先的电力能源综合解决方案服务商。公司先后获得国家科学技术进步特等奖/一等奖/二等奖、国家重大技术装备一等奖、机械工业科技进步特等奖、国家电网公司特高压直流输电工程特别贡献奖和重要贡献单位等荣誉。",http://www.bydq.com,广东省广州市白云区神山镇大岭南路18号,86-20-86060164
SZ002697,红旗连锁,成都红旗连锁股份有限公司的主营业务为便利超市的连锁经营；公司的主要产品为日用百货、烟酒、食品；为中国A股市场首家便利连锁超市上市企业。从全国便利连锁超市细分领域来看，公司的经营规模、盈利能力也位于同行业前列，为中国A股市场首家便利连锁超市上市企业。,http://www.hqls.com,四川省成都市郫都区高新区西区迪康大道7号,86-28-87825762
SZ000818,航锦科技,航锦科技股份有限公司主要从事半导体电子和基础化工原料。公司军工板块以芯片产品为核心，产品涵盖存储芯片、总线接口芯片、模拟芯片、图形处理芯片、特种FPGA、多芯片组件等。公司电子板块产品涵盖射频芯片、通信天线、北斗产品等。公司化工板块主要从事基础化工产业，主要产品以“烧碱、环氧丙烷、聚醚”为主。,http://www.hangjintechnology.com,"辽宁省葫芦岛市连山区化工街1号,湖北省武汉市江岸区中山大道1627号中信泰富大厦38楼",86-27-82200722
SH600882,妙可蓝多,"上海妙可蓝多食品科技股份有限公司主营业务为以奶酪为核心的特色乳制品的研发,生产和销售，也从事液态奶的研发,生产和销售，以及乳制品贸易业务。公司生产产品包括马苏里拉奶酪、奶酪棒、鳕鱼奶酪、手撕奶酪、新鲜奶酪、儿童成长杯、奶酪风味酸乳、芝士片、奶油芝士、奶酪酱、纯牛奶、风味发酵乳、酸奶饮品等,其中奶酪棒、马苏里拉奶酪、各类液态奶为报告期内的主要经营产品。公司主要贸易产品包括奶粉、黄油、奶酪、植物油脂等。",http://www.milkground.cn,上海市浦东新区金桥路1398号金台大厦10楼,86-21-50188700
SH603221,爱丽家居,爱丽家居科技股份有限公司的主营业务是PVC塑料地板的研发、生产和销售；公司的主要产品是包括悬浮地板、锁扣地板及普通地板等；公司“Eletile”品牌被中国建筑装饰装修材料协会评为“中国弹性地板行业十大品牌”，公司塑料地板被全国高科技建筑建材产业化委员会评为“中国绿色环保建材产品”，公司“Eletile牌半硬质聚氯乙烯块状地板”产品被评为“江苏省名牌产品”，公司“Eletile”商标被评为“江苏省著名商标”。,http://www.eletile.com,江苏省苏州市张家港市锦丰镇合兴街道,86-512-58506008
SZ301123,奕东电子,奕东电子科技股份有限公司主要从事FPC、连接器零组件、LED背光模组等精密电子零组件的研发、生产和销售。公司主要产品可分为FPC、连接器零组件、LED背光模组三大类，公司产品主要应用于消费类电子、通讯通信、新能源、汽车电子、工业及医疗等领域。凭借在产品、技术创新、生产规模、客户资源、业务多元化等方面的优势，在我国精密电子零组件行业处于领先地位。,http://www.ydet.com,广东省东莞市东城区同沙科技工业园,86-769-38830828
SZ300562,乐心医疗,"广东乐心医疗电子股份有限公司的主营业务是从事家用医疗健康电子产品的研发、生产和销售,及乐心智能健康云平台的研发与运营。公司的主要产品为家用医疗产品、家用健康产品、智能可穿戴。作为国家级高新技术企业，拥有广东省工程技术研究中心、市级企业技术中心和中山市工程技术研究开发中心，多年来致力于家用医疗健康电子产品的研发、生产和销售。公司已经通过ISO13485:2016医疗器械质量体系认证和ISO9001:2015质量管理体系认证及ISO14001:2015环境管理体系。公司出口产品获得了美国FDA注册认证、欧盟CE认证、日本《指定外国制造事业者指定书》、韩国GMP认证。公司长期与国外优质高端品牌企业合作，产品出口至欧美、亚洲等多个国家，公司的质量控制体系及产品质量已达到国际先进水平。",http://www.lifesense.com,广东省中山市火炬开发区东利路105号A区,86-760-85166286
SH600117,西宁特钢,西宁特殊钢股份有限公司主要从事黑色金属的冶炼和压延加工业务。主要品种有碳结钢、碳工钢、合结钢、合工钢、轴承钢、模具钢、不锈钢、弹簧钢、高性能建筑用钢等。公司是中国四大特钢企业集团之一，西部地区最大、西北地区唯一的特殊钢生产企业，特钢协会会员单位。,http://www.xntg.com,青海省西宁市城北区柴达木西路52号,86-971-5299186;86-971-5299051
SZ002286,保龄宝,"保龄宝生物股份有限公司是一家农副食品加工企业,从事功能糖的研发、制造及方案服务公司。产品主要包括功能糖系列、糖醇系列、膳食纤维系列、淀粉及淀粉糖系列、医药原辅料系列及益生元终端等，广泛应用于健康食品、功能饮品、保健医药、无抗饲料、日化等领域。报告期内，公司参与的项目荣获国家科技进步二等奖，荣获全国绿色工厂、伊利卓越供应商、完美优秀供应商、元气森林最佳供应商、无限极质量金鼎奖等荣誉。",http://www.blb-cn.com,山东省德州市禹城市国家高新开发区东外环路1号,86-534-8918658
SH600748,上实发展,上海实业发展股份有限公司的主营业务为房地产开发经营。公司的主要产品及服务为房地产销售、房地产租赁、物业管理服务、工程项目、酒店经营。,http://www.sidlgroup.com,上海市黄浦区淮海中路98号金钟广场20层,86-21-53858686
SZ002137,实益达,深圳市实益达科技股份有限公司主营业务为智能硬件和智慧营销两个业务板块。公司企业互联网服务业务有数字营销服务、企业级SaaS服务；传统业务的主要产品有LED照明光源、LED照明灯具、电子产品的PCBA板、电子产品整机装配。公司传统的核心竞争力在于公司具有国内领先的生产制造、供应链服务、质量控制和成本管控能力，并形成了完善的制度和流程。,http://www.zg-seastar.com,广东省深圳市龙岗区宝龙街道宝龙社区锦龙一路10号实益达锦龙厂区,86-755-29672878
SZ300449,汉邦高科,北京汉邦高科数字技术股份有限公司的主营业务是安防产品的生产与销售，销售及安装监控系统，音视频媒体服务，公安科技信息化软件研发及销售。公司的主要服务是智能安防业务、广电监测、数字水印技术研发与应用推广。公司参与众多的平安城市和雪亮工程的建设，荣获“智慧城市”优秀解决方案提供商等诸多荣誉，获得客户的高度认可。公司数字水印产品两次荣获省部级一等奖并通过了国防科学成果鉴定，获得了美国VSTL认证和首批通过了ChinaDRM水印安全评估。Viewmark水印产品已经成功应用于国家广电总局、中央及地方电视台、电影技术质量检测所、美国亚马逊等单位，为内容安全和版权保护提供了基础的技术支撑。从技术水平来看，相关数字水印应用技术基本上达到了国际水平，在国内具有明显的领先优势。,http://www.hbgk.net,北京市朝阳区东三环北路甲19号楼22层,86-10-53682760
SZ002425,凯撒文化,凯撒(中国)文化股份有限公司主营业务是文化娱乐业务，文化娱乐业务具体包含版权运营、网络游戏研发与运营等业务。主要产品是成品服装、游戏分成、版权运营。,http://www.kaiser.com.cn,广东省深圳市南山区前海深港合作区南山街道梦海大道5033号前海卓越金融中心3号楼L28-04单元,86-755-86531031;86-755-26913931
SZ301303,真兰仪表,上海真兰仪表科技股份有限公司的主营业务为燃气计量仪表及配套产品的研发、制造和销售。公司产品主要为各类燃气计量仪表及其零配件，燃气计量仪表产品包括膜式燃气表、智能膜式燃气表、气体流量计。公司销售的智能膜式燃气表产品除硬件外还包含内嵌软件及iGasLink智慧燃气云平台软件系统。在市场方面，公司为国内膜式燃气表和智能燃气表主要生产商之一，现已成为国内五大燃气集团供应商，并与中国燃气成立合资公司建立了稳定的合作关系。公司部分产品已取得欧盟EN1359:1998/A1:2006认证、欧盟MID认证（Module B&Module D认证）、国际法制计量组织OIML R137认证、欧盟EU质量体系认证。,http://www.zenner-metering.com,上海市青浦区盈港东路6558号,86-21-31167958
SH603162,海通发展,福建海通发展股份有限公司主要从事国内沿海以及国际远洋的干散货运输业务。公司主要产品和服务为境内航区运输业务、境外航区运输业务。经过多年的积累，公司已发展成为国内民营干散货航运领域的龙头企业之一。境内沿海运输方面，公司主要运输的货物为煤炭，现已成为环渤海湾到长江口岸的进江航线中煤炭运输货运量最大的民营航运企业之一。,http://www.fj-highton.com,福建省福州市平潭县综合实验区金井湾片区商务营运中心3号楼17层1705-2室,86-591-88086357
SZ002811,郑中设计,深圳市郑中设计股份有限公司是中国建筑室内设计和装饰施工及配套建设行业的领先企业之一，是高端星级酒店特别是国际品牌酒店装饰领域的领军品牌。在美国专业室内设计杂志《室内设计》（Interior Design）公布的“2020全球室内设计百大榜单”中，Cheng Chung Design（CCD）排名为亚太区第一名，“2019年全球酒店设计百大排名”中，Cheng Chung Design（CCD）保持全球第三名，并于报告期内被世界品牌实验室（World Brand Lab）评为亚洲品牌500强，成为首家和唯一入选榜单的设计品牌。,http://www.atgcn.com,广东省深圳市福田区中心区益田路与福华路交汇处卓越时代广场4B01、4B02,86-755-83028871
SZ300052,中青宝,"深圳中青宝互动网络股份有限公司是一家具有自主研发、运营能力、代理能力的专业化网络游戏公司。公司的主营业务是网络游戏的开发及运营,由研发中心、运营中心、运维技术中心和综合管理中心构成了清晰完整的业务系统。公司重点产品小说IP改编的仙侠手游《武炼巅峰》，产品上线后就受到小说原著爱好者的追捧，处于增长的态势；另外，公司自研手游产品《九州荣耀》也在2018年3月进行了上线首发，上线后业绩表现良好。公司老牌红色网游系列产品《抗战》、《亮剑》以及国战类网游产品《天道》、《新战国英雄》都保持着不错的盈利能力，公司不断对游戏版本开发与更新，延长优质端游的游戏寿命。公司未来仍会坚持以产品为核心的业务发展策略，努力实现产品研发精品化，产品运营精细化，稳步推动公司业绩发展。公司先后被评为""深圳市重点文化企业""、""深圳市高新技术企业""""深圳市重点软件企业""。2008年度,荣获""中国游戏产业年会特别奖""、""中国游戏企业新锐奖"".2009年,公司的《抗战英雄传》入选中国民族网游游戏出版工程。截止2019年底公司游戏平台新增运营的游戏有15款,报告期末运营的游戏总计92款。",http://www.zqgame.com,广东省深圳市南山区深圳湾科技生态园三期10A栋21-24层,86-755-26733925
SZ300061,旗天科技,"上海康耐特旗计智能科技集团股份有限公司（股票代码300061），简称“康旗股份”，以“跨行业大数据应用价值实现”为核心战略定位，以“金融科技赋能民生消费”为使命，以“助力传统民生消费行业客户服务升级，打造个人客户深度个性化美好生活圈”为愿景，以“奋斗、荣誉、成长”为精神追求。
康旗股份总部位于上海，2010年在创业板上市，目前在北京、上海、深圳、常州、合肥、西安、江西赣江新区等设有分、子公司。
康旗股份目前主营业务包括信用卡客户交叉营销业务、金融科技服务业务、保险中介服务业务、互联网流量增值分发业务、航旅消费特征模型服务业务等。
康旗股份与银行、保险、健康等民生行业的企业机构合作，通过科技、数据、业务能力综合建设，构建智能营销、智能风控、智能获客能力，向企业机构及其个人客户提供智能化的数据分析、决策支持、营销促进、客户获取、流量分发、风险判断等总体解决方案，并进而向个人客户提供商品、权益、分期、保险等增值服务。
",http://www.qt300061.com,上海市浦东新区丹桂路999号 张江国创一期 C5栋,86-21-60975620
SZ300442,润泽科技,润泽智算科技集团股份有限公司主营业务为数据中心业务服务。公司主要产品为数据中心业务服务。,http://www.rangeidc.com,河北省廊坊市广阳区经济技术开发区楼庄路9号,86-316-6081283
SH688516,奥特维,无锡奥特维科技股份有限公司的主营业务是从事高端智能装备的研发、设计、生产和销售；主要产品为多主栅串焊机、硅片分选机、激光划片机、烧结退火一体炉/光注入退火炉、直拉单晶炉、模组PACK线、半导体键合机。公司的技术中心2018年被认定为“江苏省企业技术中心”，并获得“江苏省工程技术研究中心建设项目”认定，协助推进了“江苏省光伏自动化设备工程技术研究中心”项目的建设，2018年被中国民营科技促进会授予“民营科技发展贡献奖”。,http://www.wxautowell.com,江苏省无锡市新吴区珠江路25号,86-510-82255998
SH603291,联合水务,江苏联合水务科技股份有限公司是一家综合性全方位的水务公司，业务包括自来水生产与供应、污水处理与污水资源化中水回用、市政工程业务，并积极拓展河湖流域水治理和水生态修复等水环境治理业务。公司的主要产品有供水业务、污水处理业务、市政工程业务、水环境治理业务。公司对项目严格把控、精心管理，获得了项目所在地和政府的高度评价。公司凭借在水务、水利领域的创新与突破，入选“沙利文2020中国新基建企业榜单”智慧水利企业。,http://www.united-water.com,江苏省宿迁市宿城区幸福北路128号,86-21-62370178
SZ300352,北信源,"北京北信源软件股份有限公司是专业从事信息安全的国家级高新技术企业,主营业务为网络与信息安全的软件开发、解决方案、运维管理以及系统集成在内的体系化信息服务。公司主要产品为信息安全行业中的终端安全管理产品、数据安全管理产品和安全管理平台产品。公司是国内终端安全管理领域龙头企业，是国内信息安全领域领先的解决方案提供商。",http://www.vrv.com.cn,"北京市海淀区中关村南大街34号中关村科技发展大厦C座1602室,北京市海淀区闵庄路3号玉泉慧谷2期3号楼3层",86-10-62140485-8073
SZ002285,世联行,深圳世联行集团股份有限公司主营业务是房地产咨询、房地产代理、房地产经纪、物业管理。主要产品代理销售业务、互联网+业务、金融服务业务、资产运营服务、物业管理服务、装修服务业务、顾问策划业务、资产投资服务。,http://www.worldunion.com.cn,广东省深圳市罗湖区深南东路2028号罗湖商务中心12楼,86-755-22162824
SZ002899,英派斯,"青岛英派斯健康科技股份有限公司主营业务为专注于全品类、多系列健身器材开发制造及销售、品牌化运营。主要产品为R系列、P系列、EXO-FORM系列、IE系列、IT系列、IF系列、ENCORE系列、Zone系列、有氧跑步机系列、家用健身车系列、风帆系列、灵动系列、非凡系列、场地设施。
　　截至2019年6月30日，公司拥有各项专利187项，其中发明专利20项。截至报告期末，公司荣获了“2019台北国际体育用品展创新奖入选奖”（中国大陆唯一入选的企业）、“国家知识产权示范企业”、“中国健身器材行业最佳创新企业”、“中国工业设计十佳创新型企业”、“中国轻工业优秀设计奖金奖”、“山东省省长杯工业设计大奖赛铜奖”、山东省第二届“省长杯”工业设计大赛优秀奖等荣誉，公司产品技术开发部门被评为“国家认定企业技术中心”、“山东省省级工业设计中心”。",http://www.impulsefitness.com,山东省青岛市崂山区秦岭路18号国展财富中心3号楼7层,86-532-85793159
SZ001338,永顺泰,粤海永顺泰集团股份有限公司主要从事麦芽的研发、生产和销售。主要产品为基础麦芽、特种麦芽等。公司业务始于1987年，经过多年的积累，已发展成国内产销规模最大的麦芽制造厂商。公司目前拥有生产线11条，均实现了自动化生产，总产能85万吨，产能规模位居中国第一、世界第五。公司麦芽技术研究院具有省级企业技术中心、省级工程技术研究中心的研发实力，中心实验室获得中国合格评定国家认可实验室（CNAS）认证，是我国麦芽行业检测指标覆盖面较广、检测能力较强的实验室之一。,http://www.supertime_malting.com,广东省广州市黄埔区明珠路1号综合楼309房综合楼310房,86-20-82057819
SH600809,山西汾酒,"山西杏花村汾酒厂股份有限公司主要经营生产及销售汾酒、竹叶青酒及其系列酒并提供广告服务。主导产品为汾酒、竹叶青酒、玫瑰汾酒、白玉汾酒等系列。公司清香型白酒国家标准的制订者之一,主要产品汾酒是我国清香型白酒的典型代表,竹叶青酒是著名的保健养生酒,在国内外享誉盛名。公司拥有“汾”、“竹叶青”、“杏花村”三大知名品牌。",http://www.fenjiu.com.cn,山西省吕梁市汾阳市杏花村,86-358-7329809
SZ300471,厚普股份,厚普清洁能源(集团)股份有限公司主营业务为天然气加注成套设备/氢能成套设备的研发、生产和集成；清洁能源领域及航空零部件领域核心零部件的研发和生产；天然气和氢能源等相关工程的EPC；智慧物联网信息化集成监管平台的研发、生产和集成；以及覆盖整个产业链的专业售后服务。主要产品有氢能加注设备、天然气船用设备、天然气车用设备、天然气民用设备、EPC、工程案例、能源数据中心、云技术。公司还先后获得过“国家火炬计划重点高新技术企业”、“国家高新技术企业”、“国家级专精特新‘小巨人’企业”、“四川省企业技术中心”、“成都市物联网产业20强”、“2019年度中国新能源产业最具创新力企业”、“中国上市公司品牌500强”、“中国氢能产业贡献奖”等荣誉。,http://www.hqhop.com,四川省成都市武侯区高新区康隆路555号,86-28-67087636
SH600392,盛和资源,盛和资源控股股份有限公司的主营业务为稀土矿采选、冶炼分离、金属加工以及锆钛矿选矿业务，主要产品为稀土精矿、稀土氧化物、稀土盐、稀土金属、独居石、锆英砂、钛精矿、金红石等。,http://www.shengheholding.com,四川省成都市武侯区高新区盛和一路66号城南天府7楼,86-28-85425108
SZ300380,安硕信息,上海安硕信息技术股份有限公司的主营业务为向以银行为主的客户提供信贷风险业务管理咨询、软件开发与服务。公司的主要产品为信贷管理类系统、风险管理类系统、数据仓库和商业、智能类系统、互联网服务、系统集成产品。,http://www.amarsoft.com,上海市杨浦区国泰路11号2308室,86-21-55137223
SZ001314,亿道信息,"深圳市亿道信息股份有限公司主营业务是笔记本电脑、平板电脑及其他智能硬件等电子设备的研发、设计、生产和销售。公司产品主要包括笔记本电脑、平板电脑、VR/AR 及其他智能硬件等。公司曾荣获Intel颁发的“2020年度产品创新奖”，Microsoft2017年至2020年连续颁发的“年度最佳合作伙伴”,MTK颁发的“2017年度最佳合作伙伴奖”等荣誉。",http://www.emdoor.net,广东省深圳市宝安区新安街道上合社区33区大宝路83号美生慧谷科技园3.5.6栋美谷5栋三楼,86-755-23305764
SZ002345,潮宏基,广东潮宏基实业股份有限公司从事中高端时尚消费品的品牌管理和产品的设计、研发、生产及销售，主要产品为珠宝首饰和时尚女包，核心业务是对“CHJ潮宏基”、“VENTI梵迪”和“FION菲安妮”三大品牌的运营管理。公司定位于“中高端时尚消费品多品牌运营商”，旗下品牌经过多年发展，均具有较高的市场认知度，品牌影响力和顾客忠诚度不断提高。“CHJ潮宏基”经过多年的打磨，已成为国内彩金潮流的引领者和风向标。报告期内，潮宏基以337.55亿元的品牌价值连续十八年登榜中国500最具价值品牌，并入选德勤2021年全球奢侈品公司百强，彰显了品牌具备深厚潜力和卓越的影响力。,http://www.chjchina.com,广东省汕头市龙湖区龙新工业区龙新五街四号1-4楼,86-754-88781767
SZ300857,协创数据,协创数据技术股份有限公司主营业务是以物联网智能终端和智能存储终端的研发、生产和销售为主要业务方向，以物联网为载体，以视觉处理和数据存储为技术核心，不断投入研发和增加核心技术投入，持续推出满足用户需求的物联网智能终端。公司的主要产品为包括物联网智能终端：智能摄像机、智能门铃、太阳能电池摄像机、宠物摄像机、小孩看护摄像机、智能音箱；车联网智能终端：智能后视镜、行车记录仪等；智能穿戴类终端：智能手表、智能手环；智慧清洁类：扫地机、拖地机、车载吸尘器；智能教育类终端：点读笔、翻译宝、智能台灯；云游终端：云游戏手柄、投影仪以及智能存储设备：机械硬盘、固态硬盘和NAS存储器等。公司作为高新技术企业，十分重视对于新技术、新产品、新工艺的研发，能够很好的整合行业技术资源进行高技术产品研发创新，拥有较强的技术创新能力，获得过“安徽省智能硬件示范企业”、“最具成长潜力奖”、“安徽省企业技术中心”、“安徽制造业百强企业”、“安徽省专精特新中小企业”等荣誉，为募投项目在产品创新研发上提供一个有力的技术储备。,http://www.sharetronic.com,广东省深圳市福田区深南大道耀华创建大厦1座12层1209号房,86-755-33098535
SZ000058,深赛格,深圳赛格股份有限公司主营业务是以通信市场、电子专业市场为核心的电子市场流通业务，以检验检测与新能源为核心的战略性新兴业务，以物业经营及管理服务为核心的智慧城市及城市服务业务。主要产品是电子市场流通、智慧城市及城市服务、检验检测业务、新能源业务。公司赛格电子市场先后荣获了“中国电子市场2019年经营创新奖”、“中国电子信息产业飞马奖”等荣誉称号；公司先后被中国物业管理协会授予全国物业管理企业综合实力百强企业第74名、被广东省物业管理行业协会授予广东省物业服务企业综合实力百强企业第25名、被深圳市物业管理行业协会授予深圳市物业服务企业综合实力50强企业第14名。,http://www.segcl.com.cn,广东省深圳市福田区华强北路群星广场A座三十一楼,86-755-83747939;86-755-83741808
SZ300765,新诺威,石药集团新诺威制药股份有限公司的主营业务是功能食品的研发、生产与销售。公司的主要产品为维生素C含片和咖啡因。公司“果维康”商标为中国驰名商标，“果维康”牌维生素C含片先后获得中国公众营养和发展中心“营养健康倡导产品”、“中华预防医学会健康金桥重点工程项目”、“2017~2018中国药店店员推荐率最高品牌”(《中国药店》杂志社)等多项荣誉。2016年5月，获得由河北省科学技术厅颁发的河北省科学技术成果奖/国内领先；2016年1月获得由河北省人民政府科学技术进步奖三等，截止至目前，公司拥有发明专利16项，积累了数十项保健食品生产技术。,http://www.xnwpharma.net,河北省石家庄市栾城区张举路62号,86-311-67809843
SH600422,昆药集团,昆药集团股份有限公司主要从事药物研发、生产及销售、医药流通及大健康产业。公司新增国内授权发明专利9件、外观专利6件、PCT发明专利1件。“三七创新科技”络泰血塞通和“昆中药1381”两大品牌已为市场广泛认可，并形成自身品牌效应，品牌竞争壁垒不断加深。公司的销售网络已覆盖全国3万多家各级医疗机构，1万多家药店。国际市场方面，销售网络已覆盖12个亚洲国家、4个大洋洲国家、30多个非洲国家、2个欧洲国家、2个北美国家及2个拉丁美洲国家。,http://www.kpc.com.cn,云南省昆明市五华区国家高新技术开发区科医路166号,86-871-68324311
SZ300183,东软载波,青岛东软载波科技股份有限公司的主营业务是软件、集成电路、智能化产品和信息技术服务。专注于为国家智能电网建设提供用电信息采集系统整体解决方案的企业。公司主要产品为电力线载波通信系列产品、智能化业务、集成电路。,http://www.eastsoft.com.cn,山东省青岛市市北区上清路16号甲,86-532-83676959
SZ002962,五方光电,"湖北五方光电股份有限公司是一家专门从事精密光电薄膜元器件的研发、生产和销售的企业,主要产品包括红外截止滤光片和生物识别滤光片。经过多年的技术积累和发展，公司已成为国内领先的滤光片厂商。",http://www.w-olf.com,湖北省荆州市沙市区深圳大道55号,86-716-8800323
SZ002100,天康生物,天康生物股份有限公司主营业务为动物疫苗、饲料及饲用植物蛋白的生产及销售，种猪繁育、生猪养殖、屠宰加工及肉制品销售，融资担保业务。公司主要产品包括生猪、饲料、兽药、农产品加工、牛奶等。公司是国家首批农业产业化重点龙头企业和高新技术企业。公司在全国拥有饲料生产企业二十余家，是全国饲料工业30强企业；公司是农业部在新疆唯一的兽用生物制品定点生产企业，是全国八家口蹄疫疫苗定点生产企业之一，是农业部指定的猪瘟疫苗、猪蓝耳病疫苗、小反刍兽疫疫苗的定点生产企业，目前公司已进入全国兽用生物制品企业10强。,http://www.tcsw.com.cn,新疆维吾尔自治区乌鲁木齐市新市区高新区长春南路528号天康企业大厦,86-991-6626101
SZ300426,唐德影视,浙江唐德影视股份有限公司主要从事电视剧、网络剧的投资、制作、发行和衍生业务；电影的投资、制作、发行和衍生业务；艺人经纪及相关服务业务；影视广告制作及相关服务业务；影视剧后期制作服务等业务。主要产品有电视剧、网络剧作品以及衍生产品；电影作品以及衍生产品；艺人演艺经纪代理服务、企业客户艺人服务；依托自身的影视制作资源，为客户提供影视广告拍摄制作及相关服务；依托自身的影视剧后期制作力量，为客户拍摄的影视素材提供画面剪辑、声音制作、特效、字幕以及片头片尾制作等视听语言的制作和合成服务。,http://www.tangde.com.cn,北京市海淀区花园路16号,86-10-56075455
SH603950,长源东谷,"襄阳长源东谷实业股份有限公司的主营业务是柴油发动机零部件的研发、生产及销售。主要产品包括柴油发动机缸体、缸盖、连杆、飞轮壳、主轴承盖、排气管及齿轮室等发动机零部件。公司2017年2月被授予东风康明斯最佳客户支付奖,2020年1月被广西玉柴授予2019年度国六最佳合作奖，子公司北京长源曾被福田康明斯授予2016年度最佳合作奖,2017年度优秀精益奖,2017年度第一届精益论坛优秀项目奖,2018年度最佳客户支持奖,2018年度最佳市场拓展合作伙伴奖,2019年度最佳质量持续改进奖等奖项。",http://www.cydgsy.com,湖北省襄阳市襄州区钻石大道(洪山头工业园),86-710-3062990
SZ000812,陕西金叶,"陕西金叶科教集团股份有限公司主营业务为烟草配套产业、教育产业、房地产业、医养产业。烟草配套产业主要产品为烟标、烟用丝束、咀棒的生产销售;教育产业主要业务为高等学历教育及其他教育教学,互联网智慧校园和教育投资业务;房地产业主要业务为房地产开发、销售、租赁、物业管理等;医养产业设立了医院及医养项目公司,尚未开展具体业务。公司在主营业务烟草配套产业和教育产业领域积累了较为成熟的市场资源、核心团队、核心专业技术,在同类产业中具有较强的竞争力。",http://www.jinyegroup.cn,陕西省西安市雁塔区高新区锦业路1号都市之门B座19层,86-29-81778556;86-29-81778561
SZ000034,神州数码,神州数码集团股份有限公司主营业务为云计算和数字化转型业务、信息技术应用创新业务、信息技术应用创新业务。主要产品为云管理服务（MSP）、数字化解决方案（ISV）、视频云产品和服务、超算中心云上服务、信息技术应用创新业务、信息技术应用创新业务。2021年，荣获第二届鼎信杯、金融赛道信息技术应用创新优秀应用产品奖、中国数字化年会年度数据安全产品奖以及2021行业信息化最佳产品。,http://www.digitalchina.com,北京市海淀区上地九街九号数码科技广场,86-10-82705411
SZ300360,炬华科技,杭州炬华科技股份有限公司是一家专业从事能源物联网设备研发、生产、销售与服务的高新技术企业。公司以物联网系统带动智能电表、智能水表、智能电气、能源云边路由器、物联网传感器等物联网远程终端为核心业务，推动物联网产品和服务在公共能源水、电、气、热领域的应用，进一步构建物联网终端与大数据、云计算的融合应用，实现公司从产品销售升级为综合能源解决方案服务商。拥有国际DLMS协会会员，中国仪器仪表行业协会电工仪器仪表分会理事单位，公司通过了ISO9001质量管理体系、ISO14001环境管理体系、OHSAS18001职业健康安全管理体系及AAA级测量管理体系认证，具有CMC证书、中国CCC质量认证、荷兰KEMA认证及欧盟MID认证等多项国内外权威认证。,http://www.sunrisemeter.com,浙江省杭州市余杭区仓前街道仓兴街1099号,86-571-89935881;86-571-89935888
